id,Տրվել է(օր),Տրվել.է.խանութ.,Սեռ,Տարիքային.խումբ,Համաձայն.է.ստանալ.SMS,Շրջանառություն,Կուտակում,Վճարում
BH144975,05.07.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,10900,427,
BH145122,29.06.2019,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,,15800,474,
BH145173,21.07.2019,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,,17100,327,
BH145504,20.06.2019,COOLCLUB Երևան Մոլլ,Женский,45-ից բարձր,,12000,,
BH145521,27.06.2019,COOLCLUB Երևան Մոլլ,Женский,45-ից բարձր,,10400,600,
BH145712,07.07.2019,COOLCLUB Դալմա,Женский,,,13800,200,
BH145752,18.07.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,15300,384,
BH151933,09.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,12900,387,
BH151950,26.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,77800,2334,
BH152001,13.12.2019,BASIC CENTER Հանրապետության,Женский,,,9900,177,
BH152058,06.01.2020,BASIC CENTER Հանրապետության,Мужской,,,34900,877,800
BH152094,20.12.2019,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,,13300,204,
BH152152,20.01.2020,BASIC CENTER Հանրապետության,Женский,,,17900,,
BH152219,20.02.2020,BASIC CENTER Հանրապետության,Женский,,,112700,1865,
BH152229,11.01.2020,BASIC CENTER Հանրապետության,Женский,,,9000,,
BH152251,15.02.2020,BASIC CENTER Հանրապետության,Женский,,,15200,300,
BH152461,26.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,8900,367,
BH151716,08.12.2019,BASIC SHOES Երևան Մոլ,Мужской,45-ից բարձր,,10500,,
BH151736,29.11.2019,BASIC SHOES Երևան Մոլ,,,,25200,,
BH151754,15.12.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,22000,,
BH151940,08.12.2019,COOLCLUB Երևան Մոլլ,,45-ից բարձր,,9500,,
BH152027,27.01.2020,,Женский,,v,,,
BH152101,26.12.2019,BASIC CENTER Հանրապետության,Мужской,,,48300,1444,
BH150532,06.11.2019,COOLCLUB Երևան Մոլլ,Женский,,,7700,531,
BH150624,03.11.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,17900,537,
BH150673,07.11.2019,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,,69900,2197,
BH150739,03.11.2019,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,,31900,,
BH150991,23.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,27900,837,
BH151034,28.11.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,14900,447,
BH151111,15.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,19800,694,
BH151126,16.11.2019,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,3017500,8925,29800
BH151128,16.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,33100,993,
BH151321,22.11.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,4900,247,
BH151383,09.12.2019,BASIC CENTER Կոմիտաս,Женский,18-ից 25 տարեկան,,57900,1737,
BH151441,02.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,9900,100,
BH151471,08.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,2900,87,
BH151795,04.12.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,30500,,
BH151935,08.12.2019,COOLCLUB Երևան Մոլլ,Женский,45-ից բարձր,,21900,376,
BH152481,30.12.2019,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,,71900,106,
BH150654,11.11.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,19800,594,
BH150664,13.11.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,24600,,
BH150738,03.11.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,40900,1327,
BH150911,11.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,27400,687,500
BH150976,21.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,25100,753,
BH151020,24.11.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,,47700,1731,
BH151131,17.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,11600,648,
BH151164,25.11.2019,BATA Պողոտա,Женский,,v,1808200,1436,
BH151325,24.11.2019,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,,82700,1644,1600
BH151421,27.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,252800,1735,
BH151462,07.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,38300,903,
BH151730,07.12.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,44900,100,
BH151917,11.12.2019,COOLCLUB Երևան Մոլլ,Женский,,,14800,544,
BH151960,27.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,11100,,
BH152034,04.01.2020,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,,8000,,
BH151971,30.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,10300,,
BH152155,21.01.2020,BASIC CENTER Հանրապետության,Женский,,,14000,,
BH152200,12.01.2020,BASIC CENTER Հանրապետության,Женский,,,10000,,
BH152403,14.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,34900,1047,
BH152444,22.12.2019,COOLCLUB Դալմա,Мужской,45-ից բարձր,,13800,614,
BH152718,16.01.2020,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,41200,,
BH152741,02.02.2020,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,6500,,
BH152767,25.01.2020,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,27000,,
BH152463,26.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,2500,,
BH152493,05.01.2020,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,4700,306,
BH152804,15.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,29400,200,
BH152854,19.12.2019,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,,4000,,
BH152868,20.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,9000,,
BH153003,19.12.2019,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,,18100,1000,
BH152147,19.01.2020,BASIC CENTER Հանրապետության,Женский,,,30000,247,
BH152267,06.02.2020,BASIC CENTER Հանրապետության,Мужской,,,55400,400,
BH152279,27.01.2020,BASIC CENTER Հանրապետության,Женский,,,55900,987,
BH152431,21.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,5900,177,
BH148568,05.10.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,7200,216,
BH150586,10.11.2019,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,,10800,324,
BH150688,19.11.2019,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,v,106500,,
BH150741,04.11.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,,,
BH151196,17.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,52800,1584,
BH151356,02.12.2019,BASIC CENTER Կոմիտաս,Женский,,,13300,339,
BH151435,01.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,38900,,
BH151450,05.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,425800,147,
BH151954,26.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,28800,794,
BH153041,28.12.2019,BASIC CENTER Կոմիտաս,Женский,,,26900,100,
BH153119,08.01.2020,COOLCLUB Երևան Մոլլ,Женский,,,31900,897,800
BH153172,16.01.2020,COOLCLUB Երևան Մոլլ,Женский,,,13200,806,
BH152722,17.01.2020,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,23300,,
BH152724,18.01.2020,BASIC SHOES Երևան Մոլ,Женский,,,23200,1147,
BH152786,11.01.2020,BASIC SHOES Երևան Մոլ,Мужской,45-ից բարձր,,,,
BH152835,16.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,26900,807,
BH152888,21.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,4500,,
BH152032,28.12.2019,BASIC CENTER Հանրապետության,Мужской,,,11300,100,
BH152166,01.02.2020,BASIC CENTER Հանրապետության,Женский,,,26000,,
BH152491,04.01.2020,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,4000,,
BH152707,03.01.2020,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,34900,1147,
BH153055,05.01.2020,BASIC CENTER Կոմիտաս,Женский,,,49800,1494,
BH153102,26.12.2019,COOLCLUB Երևան Մոլլ,Женский,18-ից 25 տարեկան,,5500,,
BH153138,26.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,19800,794,
BH153503,24.01.2020,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,31700,,
BH153547,07.02.2020,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,5000,,
BH153549,07.02.2020,BASIC CENTER Կոմիտաս,Мужской,45-ից բարձր,,15900,477,
BH152179,16.01.2020,BASIC CENTER Հանրապետության,Женский,,,7700,,
BH152191,13.01.2020,BASIC CENTER Հանրապետության,Женский,,,16500,,
BH152266,07.02.2020,BASIC CENTER Հանրապետության,Женский,,,4500,,
BH152517,27.01.2020,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,999800,,
BH152748,09.02.2020,BASIC SHOES Երևան Մոլ,,25-ից 45 տարեկան,,21600,,
BH152831,17.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,8000,,
BH153301,06.01.2020,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,3000,,
BH153347,02.02.2020,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,5900,277,
BH153398,16.02.2020,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,,10500,307,
BH153109,30.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,,434,
BH144398,26.06.2019,BASIC CENTER Մետրոնոմ,Женский,,,8900,267,
BH144458,10.06.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,,20900,727,
BH150633,03.11.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,25900,877,
BH150650,09.11.2019,BASIC SHOES Երևան Մոլ,,25-ից 45 տարեկան,,92100,1137,
BH150665,13.11.2019,BASIC SHOES Երևան Մոլ,Женский,,,283400,1857,
BH150679,09.11.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,55900,1677,
BH150750,05.11.2019,BASIC CENTER Կոմիտաս,Мужской,,,22800,200,
BH150922,13.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,13900,517,
BH150936,15.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,24100,723,
BH150965,19.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,7600,400,
BH150994,23.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,413400,2423,
BH151030,27.11.2019,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,21900,657,
BH151062,10.12.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,,9500,,
BH151103,14.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,4900,247,
BH151204,14.11.2019,BASIC SHOES Երևան Մոլ,Женский,,,10900,327,
BH152769,23.01.2020,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,6900,207,
BH152784,11.01.2020,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,37500,,
BH152797,17.12.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,33400,447,
BH152812,16.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,10800,324,
BH152829,18.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,6000,15,
BH152844,19.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,19000,,
BH153192,28.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,23800,,
BH153394,16.02.2020,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,8900,367,
BH152070,22.12.2019,BASIC CENTER Հանրապետության,Женский,,,4100,,
BH152181,15.01.2020,BASIC CENTER Հանրապետության,Женский,,,11900,382,
BH152214,19.02.2020,BASIC CENTER Հանրապետության,Женский,,,-900,,-900
BH152407,15.12.2019,COOLCLUB Դալմա,Женский,,,9100,6,
BH152433,21.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,522833,,
BH152765,22.01.2020,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,,6500,,
BH152772,20.01.2020,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,,10900,427,
BH150393,07.01.2020,BASIC CENTER Հանրապետության,Мужской,,,8800,,
BH150478,12.12.2019,BASIC CENTER Հանրապետության,Женский,,,6500,,
BH150527,05.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,2900,,
BH150578,09.11.2019,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,,15900,577,
BH150935,15.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,8900,267,
BH151001,17.11.2019,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,5500,,
BH151047,07.12.2019,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,10500,,
BH151104,14.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,45400,1401,700
BH151135,18.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,4800,,
BH151307,20.11.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,,15700,471,
BH151365,06.12.2019,BASIC CENTER Կոմիտաս,Женский,,,9900,397,
BH151448,05.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,37800,1884,
BH151928,09.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,16800,504,
BH151937,08.12.2019,COOLCLUB Երևան Մոլլ,Мужской,25-ից 45 տարեկան,,11800,354,
BH152003,26.12.2019,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,,12000,,
BH152095,20.12.2019,BASIC CENTER Հանրապետության,Женский,,,16500,200,
BH152405,15.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,23800,700,
BH152422,19.12.2019,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,,37500,1445,
BH152476,29.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,4200,321,
BH152803,15.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,28400,298,
BH148547,30.09.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,12100,457,
BH148579,08.10.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,12900,387,
BH148761,22.10.2019,BASIC CENTER Հանրապետության,Мужской,,v,192600,387,
BH148824,18.10.2019,BASIC CENTER Հանրապետության,Мужской,,,21900,757,
BH148829,17.11.2019,BASIC CENTER Հանրապետության,Женский,,,8900,367,
BH148847,16.11.2019,BASIC CENTER Հանրապետության,Мужской,,,21900,657,
BH148880,13.11.2019,BASIC CENTER Հանրապետության,Женский,,,,100,
BH148882,12.11.2019,BASIC CENTER Հանրապետության,Женский,,,110600,477,
BH148908,25.09.2019,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,2202667,200,
BH151333,27.11.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,14500,,
BH151411,26.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,37700,1231,
BH151430,30.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,,,
BH151483,11.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,17800,734,
BH151153,24.11.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,24900,847,
BH151296,02.12.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,,19800,894,
BH151453,05.12.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,,13800,414,
BH151949,12.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,3500,,
BH152033,28.12.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,,53500,600,
BH152055,08.01.2020,BASIC CENTER Հանրապետության,Женский,,,41900,100,
BH152096,20.12.2019,BASIC CENTER Հանրապետության,Женский,,,14800,374,
BH152122,17.01.2020,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,,40100,,
BH152151,20.01.2020,BASIC CENTER Հանրապետության,Женский,,,28400,289,
BH152203,20.02.2020,BASIC CENTER Հանրապետության,Женский,,,39500,900,200
BH149097,09.10.2019,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,24700,414,
BH149124,30.09.2019,COOLCLUB Երևան Մոլլ,Женский,,,21800,654,
BH149192,29.09.2019,COOLCLUB Երևան Մոլլ,Женский,,,1500,500,
BH149221,29.09.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,,13500,,
BH149543,22.10.2019,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,40900,1327,
BH149554,26.10.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,,11900,457,
BH149575,31.10.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,1152800,20774,21000
BH152846,19.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,7000,,
